StimulusID,ContextLength,Region,RegionCleaned,RegionLength,SubtlexLogFreq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,RegionContentOrFunction,RegionPOS,FirstFixationDuration,DwellTime,SkipRate
2,45,there,there,5,5.34587342082813,0.00204,-6.1948054221064055,6.31,0.0,Function,Existential,190.34920634920636,241.36507936507937,0.06349206349206349
2,46,was,was,3,5.45998320887664,0.00661,-5.019171609989949,6.82,0.0,Content,Verb,164.8913043478261,231.1304347826087,0.043478260869565216
2,47,scarcely,scarcely,8,1.85125834871908,2.14e-06,-13.054658001050315,3.33,0.0,Content,Adverb,220.85714285714286,412.1818181818182,0.4155844155844156
2,48,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,184.43478260869566,245.47826086956522,0.21739130434782608
2,49,square,square,6,3.20978301484852,6.92e-05,-9.57850825025499,4.84,0.0,Content,Adjective,218.73239436619718,406.07042253521126,0.07042253521126761
2,50,inch,inch,4,2.80071707828239,3.09e-05,-10.384751137819856,4.49,0.0,Content,Noun,191.0185185185185,273.5740740740741,0.09259259259259259
2,51,of,of,2,5.77117577156368,0.0251,-3.684887428860335,7.4,0.0,Function,Preposition,226.6,237.53333333333333,0.1
2,52,earth,earth,5,3.70543604658525,0.000115,-9.070577560036185,5.06,0.0,Content,Noun,228.11290322580646,271.5806451612903,0.06451612903225806
2,53,that,that,4,5.8571382268439,0.0102,-4.58536754888799,7.01,0.0,Function,Conjunction,205.54054054054055,250.54054054054055,0.2702702702702703
2,54,was,was,3,5.45998320887664,0.00661,-5.019171609989949,6.82,0.0,Content,Verb,184.25,214.78571428571428,0.17857142857142858
2,55,not,not,3,5.44196834892386,0.0049,-5.3185200534573935,6.69,0.0,Function,Negative,198.6304347826087,230.1304347826087,0.30434782608695654
2,56,illuminated,illuminated,11,1.27875360095283,3.16e-06,-12.664906885296544,3.5,0.0,Content,Verb,210.0759493670886,363.73417721518985,0.02531645569620253
2,57,by,by,2,4.83483381813589,0.00457,-5.388242052194186,6.66,0.0,Function,Preposition,258.6923076923077,355.12820512820514,0.38461538461538464
2,58,aurora.,aurora,6,2.10037054511756,5.37e-06,-12.134664027642959,3.73,1.0,Content,Noun,285.1194029850746,572.5074626865671,0.0
3,1,agree,agree,5,3.51838231554534,9.33e-05,-9.279689378300189,4.97,0.0,Content,Verb,199.98529411764707,281.80882352941177,0.17647058823529413
3,2,that,that,4,5.8571382268439,0.0102,-4.58536754888799,7.01,0.0,Function,Conjunction,167.88679245283018,210.75471698113208,0.3584905660377358
3,3,California's,california's,12,,2.82e-06,-12.77873821265007,3.45,1.0,Content,Noun,198.6375,334.775,0.05
3,4,"""three",three,5,4.44177366280518,0.000603,-7.413593195399623,5.78,0.0,Function,Number,212.7012987012987,309.7402597402597,0.12987012987012986
3,5,strikes,strikes,7,2.68663626926229,1.78e-05,-10.936306482704488,4.25,0.0,Content,Noun,204.93243243243242,273.56756756756755,0.02702702702702703
3,6,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,176.8,213.4,0.25
3,7,you're,you're,6,,0.000741,-7.20750979771543,5.87,1.0,Function,Pronoun,212.94871794871796,271.85897435897436,0.07692307692307693
3,8,"out""",out,3,5.29475712806123,0.0024,-6.032286499961572,6.38,0.0,Content,Adverb,161.08,171.74,0.08
3,9,law,law,3,3.77327434833745,0.000288,-8.152549730606166,5.46,0.0,Content,Noun,226.25806451612902,233.03225806451613,0.1935483870967742
3,10,will,will,4,5.03465652646032,0.00282,-5.871018358571122,6.45,0.0,Content,Verb,218.36764705882354,257.27941176470586,0.10294117647058823
3,11,be,be,2,5.46699507375075,0.00617,-5.088056424857386,6.79,0.0,Content,Verb,163.86666666666667,206.66666666666666,0.36666666666666664
3,12,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,203.3181818181818,223.77272727272728,0.3181818181818182
3,13,financial,financial,9,2.89097959698969,0.00012,-9.028017981849242,5.08,0.0,Content,Adjective,214.37662337662337,336.61038961038963,0.09090909090909091
3,14,disaster,disaster,8,2.94546858513182,2.45e-05,-10.61683335878927,4.39,0.0,Content,Noun,220.44736842105263,271.2368421052632,0.06578947368421052
3,15,for,for,3,5.54611185676681,0.0102,-4.58536754888799,7.01,0.0,Function,Preposition,142.32558139534885,174.53488372093022,0.11627906976744186
3,16,taxpayers,taxpayers,9,1.92941892571429,7.08e-06,-11.858222526064607,3.85,0.0,Content,Noun,217.8048780487805,339.0609756097561,0.36585365853658536
3,17,who,who,3,5.05450197739055,0.00219,-6.123853689491628,6.34,0.0,Function,Pronoun,184.66666666666666,232.26666666666668,0.3111111111111111
3,18,care,care,4,4.39355765566329,0.000363,-7.921107448217367,5.56,0.0,Content,Verb,203.03125,252.125,0.140625
3,19,about,about,5,5.26765739705392,0.00251,-5.987472485997808,6.4,0.0,Function,Preposition,194.65625,251.765625,0.21875
3,20,education,education,9,2.99869515831166,0.000191,-8.563236606357572,5.28,0.0,Content,Noun,217.27777777777777,318.875,0.1111111111111111
3,21,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,208.36363636363637,208.36363636363637,0.3181818181818182
3,22,other,other,5,4.57410074928645,0.00145,-6.536191653584139,6.16,0.0,Content,Adjective,221.70967741935485,262.4516129032258,0.3064516129032258
3,23,vital,vital,5,2.59879050676312,2.4e-05,-10.637452560958343,4.38,0.0,Content,Adjective,201.4,258.8,0.12307692307692308
3,24,services.,services,8,3.02284061087653,0.000204,-8.4973900739241,5.31,1.0,Content,Noun,210.8548387096774,309.2741935483871,0.0967741935483871
3,25,But,but,3,5.35274577042982,0.00427,-5.4561414283224,6.63,0.0,Function,Conjunction,215.35714285714286,253.5,0.17857142857142858
3,26,it's,it's,4,,0.00214,-6.146949403219406,6.33,1.0,Function,Pronoun,204.171875,267.484375,0.21875
3,27,far,far,3,4.05153839051533,0.000316,-8.059768027921717,5.5,0.0,Content,Adverb,197.03225806451613,272.3709677419355,0.20967741935483872
3,28,from,from,4,5.01700410695563,0.00427,-5.4561414283224,6.63,0.0,Content,Adverb,210.5,277.90384615384613,0.21153846153846154
3,29,clear,clear,5,3.94270236888867,0.000178,-8.633726445874593,5.25,0.0,Content,Adjective,212.01492537313433,296.46268656716416,0.1044776119402985
3,30,that,that,4,5.8571382268439,0.0102,-4.58536754888799,7.01,0.0,Function,Conjunction,218.97297297297297,282.5945945945946,0.2702702702702703
3,31,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,213.88135593220338,262.03389830508473,0.13559322033898305
3,32,law,law,3,3.77327434833745,0.000288,-8.152549730606166,5.46,0.0,Content,Noun,161.5625,182.8125,0.08333333333333333
3,33,can,can,3,5.42752018916411,0.00288,-5.849964950112061,6.46,0.0,Content,Verb,205.47727272727272,276.75,0.6818181818181818
3,34,even,even,4,4.65004511834821,0.000977,-6.931023803567351,5.99,0.0,Content,Adverb,203.43939393939394,334.8333333333333,0.4696969696969697
3,35,be,be,2,5.46699507375075,0.00617,-5.088056424857386,6.79,0.0,Content,Verb,209.85714285714286,254.71428571428572,0.2619047619047619
3,36,credited,credited,8,1.50514997831991,7.59e-06,-11.788665791412962,3.88,0.0,Content,Verb,207.7948717948718,354.12820512820514,0.14102564102564102
3,37,with,with,4,5.41071988585366,0.00708,-4.950481357152215,6.85,0.0,Function,Preposition,207.06382978723406,250.7872340425532,0.2978723404255319
3,38,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,203.80769230769232,238.07692307692307,0.23076923076923078
3,39,reduction,reduction,9,1.94939000664491,2.45e-05,-10.61683335878927,4.39,0.0,Content,Noun,223.50602409638554,356.90361445783134,0.07228915662650602
3,40,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,217.0,243.95833333333334,0.4583333333333333
3,41,crime,crime,5,3.56038492297202,7.76e-05,-9.463941842116137,4.89,0.0,Content,Noun,221.43076923076924,321.2153846153846,0.15384615384615385
3,42,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,202.55172413793105,219.68965517241378,0.2413793103448276
3,43,California.,california,10,3.29512708525219,0.0001,-9.210339371976684,5.0,1.0,Content,Noun,201.8,284.6,0.06153846153846154
3,45,While,while,5,4.25095643933189,0.000724,-7.23071902745702,5.86,0.0,Function,Conjunction,199.6734693877551,266.14285714285717,0.16326530612244897
3,46,it's,it's,4,,0.00214,-6.146949403219406,6.33,1.0,Function,Pronoun,198.66101694915255,248.64406779661016,0.13559322033898305
3,48,that,that,4,5.8571382268439,0.0102,-4.58536754888799,7.01,0.0,Function,Conjunction,185.1304347826087,206.52173913043478,0.15217391304347827
3,49,crime,crime,5,3.56038492297202,7.76e-05,-9.463941842116137,4.89,0.0,Content,Noun,212.84745762711864,279.9830508474576,0.05084745762711865
3,50,declined,declined,8,1.90848501887865,1.62e-05,-11.030493142905481,4.21,0.0,Content,Verb,225.5211267605634,295.1267605633803,0.0
3,51,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,195.21875,209.625,0.90625
3,52,California,california,10,3.29512708525219,0.0001,-9.210339371976684,5.0,0.0,Content,Noun,164.0625,287.5875,0.1625
3,53,last,last,4,4.56677913634119,0.000724,-7.23071902745702,5.86,0.0,Function,Number,197.5581395348837,223.06976744186048,0.09302325581395349
3,54,"year,",year,4,4.15152306756494,0.000912,-6.999870458240826,5.96,1.0,Content,Noun,177.47826086956522,221.69565217391303,0.043478260869565216
3,55,crime,crime,5,3.56038492297202,7.76e-05,-9.463941842116137,4.89,0.0,Content,Noun,221.93846153846152,303.4307692307692,0.27692307692307694
3,56,also,also,4,4.02238712568644,0.00155,-6.469500283534855,6.19,0.0,Content,Adverb,205.11764705882354,288.8529411764706,0.20588235294117646
3,57,dropped,dropped,7,3.39497671955456,5.37e-05,-9.832095694253796,4.73,0.0,Content,Verb,232.41558441558442,420.83116883116884,0.07792207792207792
3,58,nationwide,nationwide,10,1.83884909073726,1.17e-05,-11.355913169188542,4.07,0.0,Content,Adverb,253.97435897435898,478.28205128205127,0.0
4,1,was,was,3,5.45998320887664,0.00661,-5.019171609989949,6.82,0.0,Content,Verb,182.768115942029,327.39130434782606,0.2608695652173913
4,2,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,198.4262295081967,276.39344262295083,0.4098360655737705
4,3,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,194.4,267.85714285714283,0.37142857142857144
4,4,bad,bad,3,4.44412289941292,0.000339,-7.989510155598617,5.53,0.0,Content,Adjective,194.75862068965517,236.0344827586207,0.05172413793103448
4,5,"temper,",temper,6,2.76566855475901,6.46e-06,-11.949865760413415,3.81,1.0,Content,Noun,173.66037735849056,236.30188679245282,0.09433962264150944
4,6,for,for,3,5.54611185676681,0.0102,-4.58536754888799,7.01,0.0,Function,Conjunction,230.5897435897436,261.05128205128204,0.3076923076923077
4,7,she,she,3,5.27961676006402,0.00182,-6.30891872294838,6.26,0.0,Function,Pronoun,200.4406779661017,230.135593220339,0.2542372881355932
4,8,was,was,3,5.45998320887664,0.00661,-5.019171609989949,6.82,0.0,Content,Verb,183.9811320754717,227.52830188679246,0.1509433962264151
4,9,mixing,mixing,6,2.24797326636181,1.29e-05,-11.258275494688709,4.11,0.0,Content,Verb,185.31428571428572,255.44285714285715,0.11428571428571428
4,10,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,190.4516129032258,217.19354838709677,0.41935483870967744
4,11,Christmas,christmas,9,3.79553244271015,8.13e-05,-9.417363311398965,4.91,0.0,Content,Noun,211.1184210526316,313.9078947368421,0.10526315789473684
4,12,puddings,puddings,8,0.845098040014257,5.13e-07,-14.482795078998492,2.71,0.0,Content,Noun,228.79746835443038,294.7721518987342,0.08860759493670886
4,13,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,216.78947368421052,257.89473684210526,0.5263157894736842
4,14,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,205.6818181818182,229.95454545454547,0.3409090909090909
4,15,"kitchen,",kitchen,7,3.47348697006457,4.47e-05,-10.015534819210789,4.65,1.0,Content,Noun,201.0142857142857,238.9857142857143,0.1
4,16,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,183.78947368421052,225.26315789473685,0.3157894736842105
4,17,had,had,3,4.93182894744318,0.00214,-6.146949403219406,6.33,0.0,Content,Verb,197.8181818181818,224.16363636363636,0.14545454545454545
4,18,been,been,4,4.94730625785045,0.00186,-6.287178737493588,6.27,0.0,Content,Verb,185.01724137931035,244.18965517241378,0.13793103448275862
4,19,drawn,drawn,5,2.73479982958885,3.39e-05,-10.292092593729713,4.53,0.0,Content,Verb,215.22058823529412,330.72058823529414,0.6029411764705882
4,20,from,from,4,5.01700410695563,0.00427,-5.4561414283224,6.63,0.0,Function,Preposition,178.7910447761194,321.56716417910445,0.22388059701492538
4,21,"them,",them,4,4.95770782871912,0.00155,-6.469500283534855,6.19,1.0,Function,Pronoun,197.23529411764707,279.3235294117647,0.16176470588235295
