StimulusID,ContextLength,Region,RegionCleaned,RegionLength,SubtlexLogFreq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,DwellTime,FirstFixationDuration,FirstPassDwellTime,FirstPassLandingPosition,SkipRate,SurprisalLeadingDynamic7,SurprisalLeadingDynamic8,SurprisalLeadingFixed,SurprisalLeadingWhole,SurprisalLeadingSpanning3,SurprisalLeadingSpanning4,SurprisalLeadingSpanning5,SurprisalLeadingSpanning6,SurprisalLeadingSpanning7,SurprisalLeadingSpanningWhole,SurprisalTrailingDynamic7,SurprisalTrailingDynamic8,SurprisalTrailingFixed,SurprisalTrailingWhole,SurprisalTrailingSpanning3,SurprisalTrailingSpanning4,SurprisalTrailingSpanning5,SurprisalTrailingSpanning6,SurprisalTrailingSpanning7,SurprisalTrailingSpanningWhole,SurprisalLeadingAndTrailingDynamic7,SurprisalLeadingAndTrailingDynamic8,SurprisalLeadingAndTrailingFixed,SurprisalLeadingAndTrailingWhole,SurprisalLeadingAndTrailingSpanning3,SurprisalLeadingAndTrailingSpanning4,SurprisalLeadingAndTrailingSpanning5,SurprisalLeadingAndTrailingSpanning6,SurprisalLeadingAndTrailingSpanning7,SurprisalLeadingAndTrailingSpanningWhole,SurprisalNoWhitespaceDynamic7,SurprisalNoWhitespaceDynamic8,SurprisalNoWhitespaceFixed,SurprisalNoWhitespaceWhole,SurprisalNoWhitespaceSpanning3,SurprisalNoWhitespaceSpanning4,SurprisalNoWhitespaceSpanning5,SurprisalNoWhitespaceSpanning6,SurprisalNoWhitespaceSpanning7,SurprisalNoWhitespaceSpanningWhole,RegionLengthPrev,RegionLengthPrevPrev,SubtlexLogFreqPrev,SubtlexLogFreqPrevPrev,WordFreqZipfPrev,WordFreqZipfPrevPrev,SurprisalLeadingPrev,SurprisalLeadingPrevPrev,SurprisalTrailingPrev,SurprisalTrailingPrevPrev,SurprisalLeadingAndTrailingPrev,SurprisalLeadingAndTrailingPrevPrev,SurprisalNoWhitespacePrev,SurprisalNoWhitespacePrevPrev
2,3,has,has,3.0,4.76216070208618,0.00234,-6.057604349612527,6.37,False,182.53125,219.04761904761904,219.04761904761904,0.4576190476190476,0.4375,0.8920372533525587,0.8920372533525587,0.6833262247996963,0.8920372533525587,6.998658278587719,7.316390287106582,7.354015805285513,7.35418984830244,7.354191440825197,7.360311736203695,0.7284082551436128,0.7284082551436128,0.6998238404898949,0.7284082551436128,7.124176874243918,7.1618023924228496,7.161976435439776,7.161978027962533,7.162759311284866,7.170439728819797,0.9206216680062766,0.9206216680062766,0.6833262247996963,0.9206216680062766,6.998658278587719,7.316390287106582,7.354015805285513,7.35418984830244,7.354191440825197,7.362653141682461,0.6998238404898949,0.6998238404898949,0.6998238404898949,0.6998238404898949,7.124176874243918,7.1618023924228496,7.161976435439776,7.161978027962533,7.162759311284866,7.168098323341031,3.0,3.0,,5.21307659793577,4.28,6.18,8.158070479173979,2.223162915106677,8.347688383444591,2.217825343411704,8.350283892036643,2.2257584236987284,8.155474970581928,2.2152298348196524
2,4,featured,featured,8.0,1.80617997398389,2.75e-05,-10.501324553291749,4.44,False,365.6875,203.83870967741936,231.6451612903226,1.1261290322580644,0.03125,6.461978551932955,6.462152594949881,6.10662102523516,6.468274482851136,10.700818446232692,10.893032171284116,10.955473659564287,16.788568724566186,18.46017839270476,10.893032171284116,6.433568180296163,6.43356977281892,6.395768619100306,6.442031473676185,10.864447756630398,10.92688924491057,16.75998430991247,18.43159397805104,19.977537747751335,10.92688924491057,6.461978551932955,6.462152594949881,6.10662102523516,6.4706158883299025,10.700818446232692,10.893032171284116,10.955473659564287,16.788568724566186,18.46017839270476,10.955473659564287,6.43356977281892,6.434351056141253,6.395768619100306,6.439690068197418,10.864447756630398,10.92688924491057,16.75998430991247,18.43159397805104,19.977537747751335,10.864447756630398,3.0,3.0,4.76216070208618,,6.37,4.28,0.8920372533525587,8.158070479173979,0.7284082551436128,8.347688383444591,0.9206216680062766,8.350283892036643,0.6998238404898949,8.155474970581928
2,5,its,its,3.0,3.94240494085611,0.00138,-6.5856717798130235,6.14,False,94.8125,159.14285714285714,168.21428571428572,0.37,0.65625,4.232543963381556,4.42475768843298,4.232543963381556,4.42475768843298,11.991903909853622,13.537847679553916,14.232344267815929,14.246962510764323,14.302381680240526,14.30249538889645,4.422416282954213,4.484857771234385,4.422416282954213,4.484857771234385,13.53550627407515,14.230002862337162,14.244621105285557,14.30004027476176,14.300111927149178,14.367449240501333,3.5015027985009937,4.232543963381556,4.232543963381556,4.487199176713151,11.991903909853622,13.537847679553916,14.232344267815929,14.246962510764323,14.302381680240526,14.3697906459801,4.422416282954213,4.422416282954213,4.422416282954213,4.422416282954213,13.53550627407515,14.230002862337162,14.244621105285557,14.30004027476176,14.300111927149178,14.300153983417683,8.0,3.0,1.80617997398389,4.76216070208618,4.44,6.37,6.468274482851136,0.8920372533525587,6.442031473676185,0.7284082551436128,6.4706158883299025,0.9206216680062766,6.439690068197418,0.6998238404898949
2,6,Hollywood,hollywood,9.0,3.15472820744016,3.31e-05,-10.315977275581258,4.52,False,284.78125,188.53333333333333,212.76666666666668,1.249,0.0625,9.80758657938295,9.822204822331344,7.567146221420643,9.87773770046347,14.75166567133543,14.969190127889874,14.972029418673948,14.972052780611918,14.97205284120244,14.97205284120244,9.759763334051172,9.815182503527375,9.050648502840765,9.882591469266949,14.906748639609702,14.909587930393776,14.909611292331746,14.90961135292227,15.002218210614046,15.002218210614046,9.80758657938295,9.822204822331344,7.567146221420643,9.94503295754712,14.75166567133543,14.969190127889874,14.972029418673948,14.972052780611918,14.97205284120244,15.064659698894218,9.815182503527375,9.815254155914793,9.050648502840765,9.815296212183299,14.906748639609702,14.909587930393776,14.909611292331746,14.90961135292227,15.002218210614046,14.90961135292227,3.0,8.0,3.94240494085611,1.80617997398389,6.14,4.44,4.42475768843298,6.468274482851136,4.484857771234385,6.442031473676185,4.487199176713151,6.4706158883299025,4.422416282954213,6.439690068197418
2,7,gossip,gossip,6.0,2.59988307207369,7.59e-06,-11.788678966556736,3.88,False,273.3125,217.86666666666667,230.73333333333332,0.8533333333333334,0.125,3.9748275881314328,4.873927970871961,4.873927970871961,5.094315140738971,7.8902914690270975,7.904560706520989,7.913055105802748,8.450526553231676,13.317003212599396,7.913055105802748,4.806632713788311,5.024157170342754,5.024157170342754,5.119626741347098,7.837265449437339,7.845759848719098,8.383231296148026,13.249707955515746,14.680359594102299,8.383231296148026,3.9748275881314328,4.873927970871961,4.873927970871961,5.186921998430748,7.8902914690270975,7.904560706520989,7.913055105802748,8.450526553231676,13.317003212599396,8.450526553231676,5.024157170342754,5.026996461126828,5.024157170342754,5.027019883655321,7.837265449437339,7.845759848719098,8.383231296148026,13.249707955515746,14.680359594102299,7.845759848719098,9.0,3.0,3.15472820744016,3.94240494085611,4.52,6.14,9.87773770046347,4.42475768843298,9.882591469266949,4.484857771234385,9.94503295754712,4.487199176713151,9.815296212183299,4.422416282954213
2,8,show,show,4.0,4.3963214207558,0.000479,-7.643809960553359,5.68,False,271.78125,216.48275862068965,224.48275862068965,0.9541379310344827,0.21875,2.8102455657820187,2.818739965063777,2.795976328288127,2.818739965063777,9.653339710446978,10.043618673233276,10.04418687430067,10.044209319983892,10.044234220672891,10.044234220672891,2.726133107372,3.263604554800928,2.7176387080902416,3.263604554800928,9.951011815541499,9.951580016608894,9.951602462292115,9.951627362981114,9.95294405533123,9.95294405533123,2.795976328288127,2.8102455657820187,2.795976328288127,3.356211412492705,9.653339710446978,10.043618673233276,10.04418687430067,10.044209319983892,10.044234220672891,10.045550913023007,2.726133107372,2.726133107372,2.7176387080902416,2.726133107372,9.951011815541499,9.951580016608894,9.951602462292115,9.951627362981114,9.95294405533123,9.951627362981114,6.0,9.0,2.59988307207369,3.15472820744016,3.88,4.52,5.094315140738971,9.87773770046347,5.119626741347098,9.882591469266949,5.186921998430748,9.94503295754712,5.027019883655321,9.815296212183299
2,9,during,during,6.0,3.58804749698608,0.000525,-7.55211229537265,5.72,False,307.375,205.0,254.56,1.0204,0.3125,7.225446909236894,7.225469354920115,6.834599745383201,7.225494255609114,8.701067518692689,8.774725836215048,8.834348176372515,16.211263595274417,17.19947219677846,8.774725836215048,6.687997907491187,6.688022808180186,6.687407260740571,6.689339500530302,8.23725438878612,8.296876728943587,15.67379214784549,16.66200074934953,16.827029886213566,8.296876728943587,7.2248787081694985,7.225446909236894,6.834599745383201,7.22681094795923,8.701067518692689,8.774725836215048,8.834348176372515,16.211263595274417,17.19947219677846,8.834348176372515,6.687997907491187,6.688022808180186,6.687407260740571,6.688022808180186,8.23725438878612,8.296876728943587,15.67379214784549,16.66200074934953,16.827029886213566,8.23725438878612,4.0,6.0,4.3963214207558,2.59988307207369,5.68,3.88,2.818739965063777,5.094315140738971,3.263604554800928,5.119626741347098,3.356211412492705,5.186921998430748,2.726133107372,5.027019883655321
2,10,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,127.6875,216.8235294117647,216.8235294117647,0.6641176470588235,0.59375,1.5492315806059338,1.5492315806059338,1.4755732630835752,1.5492315806059338,9.973977941169345,10.13900707803338,10.41156415116236,14.001871729696923,15.781088619125505,10.13900707803338,1.6075372284132854,1.6075372284132854,1.5479148882558178,1.6075372284132854,10.137690385683264,10.410247458812243,14.000555037346807,15.779771926775389,15.795219852361093,10.410247458812243,1.4755732630835752,1.5492315806059338,1.4755732630835752,1.6088539207634014,9.973977941169345,10.13900707803338,10.41156415116236,14.001871729696923,15.781088619125505,10.41156415116236,1.5479148882558178,1.5479148882558178,1.5479148882558178,1.5479148882558178,10.137690385683264,10.410247458812243,14.000555037346807,15.779771926775389,15.795219852361093,10.137690385683264,6.0,4.0,3.58804749698608,4.3963214207558,5.72,5.68,7.225494255609114,2.818739965063777,6.689339500530302,3.263604554800928,7.22681094795923,3.356211412492705,6.688022808180186,2.726133107372
2,11,key,key,3.0,3.64650175003161,0.000132,-8.932708635377903,5.12,False,209.4375,220.43478260869568,220.43478260869568,0.5473913043478261,0.65625,8.589775497427446,8.589775497427446,8.424746360563411,8.589775497427446,14.231857038519571,14.247304964105275,14.274798111353654,15.986370305159674,15.986384940631261,15.986389894647395,8.802710230398958,8.802710230398958,8.530153157269979,8.802710230398958,14.187682623947808,14.215175771196186,15.926747965002207,15.926762600473793,15.926767554489928,16.167619963298776,8.862332570556426,8.862332570556426,8.424746360563411,8.862332570556426,14.231857038519571,14.247304964105275,14.274798111353654,15.986370305159674,15.986384940631261,16.227242303456244,8.530153157269979,8.530153157269979,8.530153157269979,8.530153157269979,14.187682623947808,14.215175771196186,15.926747965002207,15.926762600473793,15.926767554489928,15.926767554489928,3.0,6.0,6.1766436197553,3.58804749698608,7.73,5.72,1.5492315806059338,7.225494255609114,1.6075372284132854,6.689339500530302,1.6088539207634014,7.22681094795923,1.5479148882558178,6.688022808180186
2,12,evening,evening,7.0,3.78929861115944,7.24e-05,-9.533304258572604,4.86,False,441.71875,258.84375,314.8125,0.8546875,0.03125,5.685022613926208,7.396594807732228,5.642081541092125,7.396614397219949,12.966645537775733,13.157106177831224,13.269827221031179,13.271163530754592,13.271164079271799,16.28721039477543,7.124037734603249,7.1240523700748355,5.38497239354885,7.364909732899818,12.884549104702245,12.9972701479022,12.998606457625613,12.99860700614282,16.01465332164645,16.01465332164645,5.685022613926208,7.396594807732228,5.642081541092125,7.637466806028797,12.966645537775733,13.157106177831224,13.269827221031179,13.271163530754592,13.271164079271799,16.28721039477543,7.1240523700748355,7.12405732409097,5.38497239354885,7.12405732409097,12.884549104702245,12.9972701479022,12.998606457625613,12.99860700614282,16.01465332164645,16.01465332164645,3.0,3.0,3.64650175003161,6.1766436197553,5.12,7.73,8.589775497427446,1.5492315806059338,8.802710230398958,1.6075372284132854,8.862332570556426,1.6088539207634014,8.530153157269979,1.5479148882558178
2,13,period.,period,6.0,3.15167623084705,0.000162,-8.72791422273189,5.21,True,92.46875,174.07692307692307,213.07692307692307,0.8076923076923077,0.59375,5.570031140555784,5.760491780611275,5.570031140555784,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,5.519639371802427,5.632360415002381,5.519639371802427,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,5.570031140555784,5.760491780611275,5.570031140555784,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,8.89059599755548,5.632360415002381,5.6336967247257945,5.519639371802427,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,8.649743588746631,7.0,3.0,3.78929861115944,3.64650175003161,4.86,5.12,7.396614397219949,8.589775497427446,7.364909732899818,8.802710230398958,7.637466806028797,8.862332570556426,7.12405732409097,8.530153157269979
3,0,Some,some,4.0,4.94492660998622,0.00158,-6.450330431943262,6.2,False,304.75,191.3125,240.28125,0.2996875,0.0,6.473598069889489,6.473598069889489,6.449583440772301,6.473598069889489,11.138465263564456,13.025586544482831,13.66243033066524,13.673709481504494,13.707404372695523,11.138465263564456,6.940463415282197,6.940463415282197,6.449583440772301,6.940463415282197,13.025586544482831,13.66243033066524,13.673709481504494,13.707404372695523,13.725446293262031,13.025586544482831,6.940463415282197,6.940463415282197,6.449583440772301,6.940463415282197,11.138465263564456,13.025586544482831,13.66243033066524,13.673709481504494,13.707404372695523,13.025586544482831,6.473598069889489,6.473598069889489,6.449583440772301,6.473598069889489,13.025586544482831,13.66243033066524,13.673709481504494,13.707404372695523,13.725446293262031,11.138465263564456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,in,in,2.0,5.69761724386273,0.0186,-3.9845936982629815,7.27,False,188.28125,221.85,221.85,0.3835,0.6875,4.664867193674968,4.664867193674968,4.664867193674968,4.664867193674968,7.200111411615006,7.233806302806035,7.251848223372543,10.227834477630335,10.284145404975575,7.233806302806035,6.0851231292006345,6.0851231292006345,6.0851231292006345,6.0851231292006345,6.766940957413326,6.784982877979835,9.760969132237626,9.817280059582867,10.112758881679849,6.784982877979835,6.551988474593343,6.551988474593343,4.664867193674968,6.551988474593343,7.200111411615006,7.233806302806035,7.251848223372543,10.227834477630335,10.284145404975575,7.251848223372543,4.198001848282259,4.198001848282259,6.0851231292006345,4.198001848282259,6.766940957413326,6.784982877979835,9.760969132237626,9.817280059582867,10.112758881679849,6.766940957413326,4.0,0.0,4.94492660998622,0.0,6.2,0.0,6.473598069889489,0.0,6.940463415282197,0.0,6.940463415282197,0.0,6.473598069889489,0.0
3,2,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,115.53125,149.8421052631579,159.42105263157896,0.3426315789473684,0.6875,2.568939109131067,2.568939109131067,2.535244217940038,2.568939109131067,5.619278211300607,5.9147570333975885,5.937968616702204,5.938037293445678,5.938037942468142,5.954018210007824,0.6998597487792004,0.6998597487792004,0.6818178282126919,0.6998597487792004,4.027635752479213,4.050847335783828,4.050916012527303,4.050916661549767,4.050916956868889,4.094993369234157,2.5869810296975757,2.5869810296975757,2.535244217940038,2.5869810296975757,5.619278211300607,5.9147570333975885,5.937968616702204,5.938037293445678,5.938037942468142,5.982114650152532,0.6818178282126919,0.6818178282126919,0.6818178282126919,0.6818178282126919,4.027635752479213,4.050847335783828,4.050916012527303,4.050916661549767,4.050916956868889,4.066896929089449,2.0,4.0,5.69761724386273,4.94492660998622,7.27,6.2,4.664867193674968,6.473598069889489,6.0851231292006345,6.940463415282197,6.551988474593343,6.940463415282197,4.198001848282259,6.473598069889489
